ecz,year,cdf_release,cdf_disbursed,cdf_expenditure,cdf_burn_rate,projects_release,projects_expenditure,project_burn_rate,loans_issued,loans_due,loans_recovered,repay_rate
liuwa,2024,14.189875,11.379875,38.643652,0.9331874826372052,27.534029,26.765977,0.9721053537061358,5.381189,6.348866,0.927172,0.14603741833580988
livingstone,2022,25.739911,23.739911,12.617356,0.4901864656796987,11.938162,7.170926,0.6006725323378925,NA,NA,NA,NA
livingstone,2023,28.198221,28.08254,25.063425,0.8888300081058305,15.22208,4.150469,0.2726610949357775,4.725407,4.961677,0.235035,0.04737007265890142
livingstone,2024,20.7,18,36.937882,0.9087542879535104,20.847382,21.158398,1.0149187077782715,7.757855,2.653204,0,0
luampa,2022,25.739911,23.739911,4.597995,0.17863290203295576,11.938162,0,0,NA,NA,NA,NA
luampa,2023,27.473155,26.632408,31.498327,1.146512914152015,14.473231,5.086817,0.3514638161997138,5.648452,6.072086,0.026116,0.00430099310187635
luampa,2024,22.143111,19.333111,28.000121,0.7600100972333717,24.570414,14.67703,0.5973456531908661,3.746491,2.894085,0.371036,0.1282049421492458
luangeni,2022,25.739911,23.739911,5.45343,0.21186669992759496,11.938162,0,0,NA,NA,NA,NA
luangeni,2023,27.26147,26.209038,21.46766,0.7874725757635227,14.756728,15.922519,1.07900064296096,5.940785,0.55336,0.154736,0.27962989735434435
luangeni,2024,16.1,16,35.946798,0.9452281801327314,24.727472,22.913005,0.9266214111980392,3.182029,0.48592,0,0
luanshya,2022,25.739911,23.739911,6.697148,0.2601853596152683,11.938162,0.950458,0.07961510322945861,NA,NA,NA,NA
luanshya,2023,28.198218,28.082534,47.926502,1.699628749589779,15.216297,0,0,3.227785,2.472723,0.500578,0.20243998215732212
luanshya,2024,24.846249,22.146249,40.507556,0.8711283818987138,29.909164,24.604805,0.8226510443421288,3.453747,5.656549,0.715745,0.12653386366846642
luapula,2022,25.739911,23.739911,3.327874,0.12928848122279832,12.855162,0,0,NA,NA,NA,NA
luapula,2023,27.26147,26.209038,16.676833,0.6117363810535529,14.279546,3.153653,0.22085106907460503,0,0,0,NA
luapula,2024,0,0,20.878318,0.6312867834302655,19.886983,8.785333,0.4417629863715376,6.2,0.91,0,0
lubansenshi,2022,25.739911,23.739911,3.894966,0.15132010363205994,11.938162,1.335947,0.11190558479605152,NA,NA,NA,NA
lubansenshi,2023,21.4,14.5,23.558659,1.1008719158878504,25.084197,9.332352,0.3720410902529589,2.865,0.579688,0,0
lubansenshi,2024,9.573221,6.798221,26.896742,0.9938823381604668,18.802121,15.529028,0.8259189481867498,3.788463,1.280733,0.104321,0.08145413602991412
luena,2022,25.739911,23.739911,8.975621,0.3487044302523035,11.938162,4.325609,0.3623345871835213,NA,NA,NA,NA
luena,2023,27.473155,26.632408,21.671913,0.788839614525525,14.876713,1.904528,0.12802075297143933,2.1028,2.26051,0,0
luena,2024,7.774719,4.924719,25.747052,0.8659176904639238,15.958015,12.688911,0.7951434435924518,3.492463,7.286903,1.006881,0.13817680844660618
lufubu,2022,25.739911,23.739911,5.346682,0.20771952164092564,11.938162,3.720412,0.31164026757217733,NA,NA,NA,NA
lufubu,2023,27.26147,26.209038,24.842705,0.911275327412645,14.279546,4.889806,0.34243427627180867,NA,NA,NA,NA
lufubu,2024,18.113067,15.263067,30.182197,0.7522110541605121,21.453478,15.447806,0.7200606820022376,6.89074,1.971035,0.304574,0.1545249069651224
lufwanyama,2022,25.739911,23.739911,8.284908,0.32187011058429843,11.938162,3.348469,0.2804844665368086,NA,NA,NA,NA
lufwanyama,2023,27.26147,26.22294,36.946901,1.355279117377016,14.279546,9.785429,0.6852759184360623,4.070892,0.398952,0.029787,0.07466311736750286
lufwanyama,2024,30.63565,27.568453,36.083342,0.9994155290135476,25.164879,24.270156,0.964445567173202,7.655784,4.055952,0.860696,0.2122056671282106
lukashya,2022,25.734783,23.739911,4.867679,0.1891478548701965,12.855162,1.140018,0.088681729565135,NA,NA,NA,NA
lukashya,2023,28.198221,28.086457,23.409059,0.8301608459625875,NA,0,NA,1.51864,0.303728,NA,NA
lukashya,2024,11.405,10,33.602457,0.9294546541445088,22.359926,17.880742,0.7996780490239548,4.668994,0.22392,0.015444,0.06897106109324759
lukulu east,2022,25.739911,23.739911,4.547533,0.17667244459392265,11.938162,1.791915,0.15009973897154352,NA,NA,NA,NA
lukulu east,2023,28.19822,28.082538,26.758924,0.9489579129462782,15.269337,4.016868,0.26306761059763106,6.032,6.4844,0.087248,0.01345506137807661
lukulu east,2024,21.444701,19.694701,39.823991,0.9146234085953306,31.384307,27.690673,0.8823095249482488,4.020975,0.880462,0.011183,0.01270128637011023
lumezi,2022,25.739911,23.739911,7.380684,0.2867408515903571,11.938162,0,0,NA,NA,NA,NA
lumezi,2023,27.261469,26.209036,36.171422,1.3268331944987997,14.261545,23.944584,1.6789614308968628,6.151771,0.732497,0.271934,0.37124247607840033
lumezi,2024,27.542136,24.692136,35.944405,0.9940259558314422,24.705958,24.670488,0.9985643139197437,3.4875,0.15939,0,0
lundazi,2022,25.739911,23.739911,6.599182,0.25637936354946994,11.938162,1.64155,0.137504416509007,NA,NA,NA,NA
lundazi,2023,27.26147,26.209038,31.229427,1.1455518356126797,14.244118,2.603167,0.1827538216125421,5.871267,0.586436,0.251017,0.4280381831947561
lundazi,2024,25.097277,21.172277,34.58053,0.8593451909886538,25.085165,20.26053,0.8076697920862789,NA,NA,NA,NA
lunte,2022,25.739911,23.739911,4.333778,0.16836802582573032,12.855162,1.400943,0.10897902336820026,NA,NA,NA,NA
lunte,2023,21.4,14.5,21.680656,1.01311476635514,11.5881,0,0,0.567355,0.113471,0,0
lunte,2024,17.828221,14.798221,28.983922,0.8064220683791218,16.971519,14.302691,0.8427466628060811,3.607587,1.441992,0.087104,0.06040532818489978
lupososhi,2022,25.739911,23.739911,6.852127,0.26620632060460503,11.938162,0.677841,0.05677934341986648,NA,NA,NA,NA
lupososhi,2023,21.4,14.5,22.521571,1.0524098598130842,24.764786,9.3408,0.3771807275055799,1.207672,0.171048,0,0
lupososhi,2024,17.57322,14.79822,25.689868,0.72428260552942,21.206281,15.315942,0.7222361148567257,3.5995,1.402973,0.57384,0.409017137179404
lusaka central,2022,25.739911,23.739911,6.276334,0.2438366628385001,11.938162,2.884177,0.24159305259888417,NA,NA,NA,NA
lusaka central,2023,28.198221,28.096442,12.664171,0.4491124103183672,15.269337,0,0,5.77385,1.620908,0.409554,0.25266949142085793
lusaka central,2024,7.7,5,30.628712,0.7065549999841981,26.872312,19.060027,0.7092812482975042,3.8954,3.577538,0.627555,0.17541532752412414
mafinga,2022,25.739911,23.739911,7.400376,0.287505889200627,11.938162,2.645977,0.2216402323908823,NA,NA,NA,NA
mafinga,2023,27.26147,26.22294,22.881492,0.8393344892993665,28.149755,11.168294,0.39674569103709784,5.93246,1.088661,NA,NA
mafinga,2024,12.927646,10.007646,30.511177,0.9308638882982018,20.485227,20.357306,0.9937554511844072,4.346663,5.486258,0,0
magoye,2022,25.739911,23.739911,23.668436,0.9195228375109766,11.938162,10.960533,0.9181089182740192,NA,NA,NA,NA
magoye,2023,27.26147,26.22294,25.094481,0.9205109262266488,14.452595,1.374005,0.09506977812635033,3.323891,3.490086,0.885753,0.2537911673236705
magoye,2024,13.725,12.5,28.279672,0.8050880790238986,20.614432,13.535837,0.6566194499077151,4.133414,1.171321,0.333721,0.28490994355945126
malambo,2022,25.739911,23.739911,12.464136,0.4842338421449864,11.938162,1.295057,0.1084804344253328,NA,NA,NA,NA
malambo,2023,27.26147,26.209038,27.296292,1.0012773339075258,14.244117,14.945617,1.0492484019893968,5.93246,1.326303,0.398505,0.30046301636956263
malambo,2024,13.155057,10.805057,22.868644,0.7571938592472941,17.911166,11.44476,0.6389734760986526,2.893164,1.130017,0,0
malole,2022,25.7,23.739911,5.675759,0.22084665369649809,11.938162,1.58851,0.1330615215307013,NA,NA,NA,NA
malole,2023,21.4,14.486098,18.751997,0.8762615420560748,9.962344,0.785439,0.07884078285190714,0,0,0,NA
malole,2024,9.828221,6.798221,31.00844,0.9781921884411552,19.966849,18.410187,0.9220376735457858,3.492463,0.493375,0.198589,0.4025112743856093
mambilima,2022,25.739911,23.739911,2.290039,0.0889684117400406,11.938162,1.289436,0.10800959142621788,NA,NA,NA,NA
mambilima,2023,27.26147,26.208989,21.819896,0.8003932289784813,14.082284,2.153972,0.15295615398752077,0.05,NA,0,NA
mambilima,2024,15.178282,12.190782,32.664758,0.7813217814058103,24.094944,20.640733,0.8566416672311005,4.566003,1.351225,0.424058,0.3138322633166201
mandevu,2022,25.739911,23.739911,6.167762,0.2396186218359496,11.938162,2.222658,0.18618092131770367,NA,NA,NA,NA
mandevu,2023,28.198221,28.096442,16.941326,0.6007941422971329,15.32445,4.161277,0.27154494941090873,0.649476,0.649476,0.374275,0.5762722564036239
mandevu,2024,7.7,5,22.311106,0.5878553110805865,23.133159,8.16503,0.3529578472183587,2.814,1.905284,0.966002,0.507012077989423
mangango,2022,25.739911,23.739911,5.982494,0.2324209279511495,11.938162,3.026993,0.25355603316490427,NA,NA,NA,NA
mangango,2023,27.26147,26.209038,17.869631,0.6554903679075267,14.762086,7.330482,0.4965749420508728,3.189851,3.42909,0,0
mangango,2024,12.81,10,31.367712,0.777703293750464,21.086377,19.474597,0.9235629714862824,5.069533,2.7506,0.962471,0.34991310986693813
mansa central,2022,25.739911,23.739911,4.555868,0.1769962607873819,11.938162,0,0,NA,NA,NA,NA
mansa central,2023,27.261469,26.209036,21.873021,0.8023419794435875,14.279546,9.376771,0.6566575015760305,NA,NA,NA,NA
mansa central,2024,23.227559,20.527559,42.785809,1.1474379617488937,22.818764,24.322423,1.0658957251146468,6.98486,1.072458,0.297114,0.2770402197568576
manyinga,2022,25.739911,23.739911,3.690912,0.14339257039389142,11.938162,0.563063,0.04716496559520636,NA,NA,NA,NA
manyinga,2023,27.473156,26.63241,20.786215,0.7566009161815992,14.876714,9.900419,0.6654977033234625,2.53105,3.079,0,0
manyinga,2024,23.998291,21.473291,41.706448,0.8276986355165626,28.464451,21.394519,0.7516224008676647,7.19146,4.558011,0.191855,0.04209182470160778
mapatizya,2022,25.739911,23.739911,16.815266,0.6532759961757444,11.938162,6.775781,0.5675732160444799,NA,NA,NA,NA
mapatizya,2023,27.26147,26.22294,24.159105,0.88619964367292,15.32445,11.365863,0.741681626420524,5.527349,6.551247,0.35133,0.05362795815819492
mapatizya,2024,25.438135,22.518135,36.452021,0.7877794284569746,30.143812,26.156127,0.8677113233057584,2.202,2.104619,0,0
masaiti,2022,25.739911,23.739911,3.534262,0.1373066907651701,11.938162,1.047665,0.08775764644507253,NA,NA,NA,NA
masaiti,2023,27.26147,26.209038,23.385022,0.8578048799276048,14.279546,11.655038,0.8162050810298871,3.227785,0.069555,0.06949,0.9990654877435124
masaiti,2024,25.179161,22.314161,34.753479,0.9462033125017918,26.783977,19.952018,0.744923653421596,5.21068,1.238804,0.261795,0.21132883006512737
matero,2022,25.739911,23.739911,5.912271,0.22969275223989705,11.938162,2.05425,0.17207422717165338,NA,NA,NA,NA
matero,2023,28.198221,28.096442,14.785504,0.5243417306361278,11.566703,2.659048,0.22988815395363743,2.746,1.427128,0.227833,0.15964440470651547
matero,2024,9.498221,6.798221,37.325186,0.9887511540449933,22.402759,15.36698,0.6859414056991819,6.381814,1.920657,0.120375,0.06267386628638012
mazabuka central,2022,25.739911,23.739911,19.971179,0.7758837627682551,11.938162,12.054466,1.0097422031967735,NA,NA,NA,NA
mazabuka central,2023,27.26147,26.22294,26.838132,0.9844711968943716,14.279546,1.658801,0.11616622825403553,3.292923,3.457569,0.088756,0.02567005893447101
mazabuka central,2024,7.05903,5.83403,23.09323,0.8924120688400579,10.143415,10.374589,1.0227905493366878,3.521193,0.862337,0.212472,0.24639091213759817
mbabala,2022,25.739911,23.739911,7.390012,0.2871032460057846,119.38162,11.918061,0.09983162399706086,NA,NA,NA,NA
mbabala,2023,27.26147,26.22294,21.322003,0.7821296137002149,14.229546,7.56816,0.5318623658126549,5.628916,5.910362,0.101215,0.01712500858661449
mbabala,2024,18.693567,15.968567,33.852086,0.7814573829217554,27.729262,21.558674,0.7774701685172869,NA,NA,NA,NA
mbala,2022,25.739911,23.739911,4.280089,0.16628219887784382,11.938162,1.584174,0.13269831654152456,NA,NA,NA,NA
mbala,2023,28.198221,28.096442,25.973999,0.9211219033995088,15.269337,0.800124,0.05240070344901026,4.907333,3.834255,2.62003,0.683321792629859
mbala,2024,14.92,13,39.55011,1.045540912589454,22.033781,21.716943,0.9856203526757392,4.685385,3.16435,0.24845,0.07851533490290265
mfuwe,2022,25.739911,23.739911,5.429866,0.21095123444677025,11.938162,0,0,NA,NA,NA,NA
mfuwe,2023,27.26147,26.22294,30.687923,1.1256884900190636,14.28592,1.554232,0.10879467335670366,5.096106,2.9532,0,0
mfuwe,2024,11.16115,8.24115,24.631467,0.8933890536000781,14.692892,12.268935,0.8350251944954064,5.036585,3.98855,0.749593,0.18793621742237152
milanzi,2022,25.73991,23.73991,3.700246,0.14375520349527252,11.938162,1.554609,0.13022180466306288,NA,NA,NA,NA
milanzi,2023,27.26147,26.209038,27.18848,0.9973225948564036,15.938021,15.152492,0.950713517067144,5.232106,0.478515,0,0
milanzi,2024,6.35,5,17.585002,0.54448935805966,20.328126,2.773403,0.13643180881503786,3.45212,0.22729,0.088188,0.3879977121738748
milenge,2022,25.739911,23.739911,11.272576,0.4379415297900603,11.938162,5.325377,0.4460801419850058,NA,NA,NA,NA
milenge,2023,27.26147,26.209038,26.976633,0.9895516639418196,14.279546,9.756883,0.6832768352719337,3.123427,0.660288,0.211613,0.3204859091790249
milenge,2024,23.825,21,27.194241,0.7374199279122412,23.043347,16.436484,0.7132854441674641,3.832473,3.052776,0.951722,0.31175625070427704
mitete,2022,25.739911,23.739911,6.665098,0.2589402115648341,11.938162,2.155009,0.1805143036256335,NA,NA,NA,NA
mitete,2023,28.198221,28.08254,29.955665,1.0623246409764644,15.269337,4.517363,0.2958453926323062,6.526437,7.01592,0.126059,0.01796756519458602
mitete,2024,17.752668,16.027668,33.956005,0.9971622755676748,22.076728,23.777519,1.0770399943324935,3.2,0.83397,0.077253,0.09263282851901147
mkaika,2022,25.73991,23.73991,3.453726,0.13417785843074043,11.938162,1.360079,0.11392700149319468,NA,NA,NA,NA
mkaika,2023,27.26147,26.209038,22.815754,0.8369231006251681,15.863039,11.847767,0.7468787664204822,5.126101,0,0,NA
mkaika,2024,6.35,5,23.748266,0.8792759953418295,15.653446,7.544227,0.48195311115520506,4.22913,1.087776,0.161128,0.14812608478216102
mkushi north,2022,25.739911,23.739911,2.766534,0.10748032500967078,11.938162,3.658405,0.30644625194397596,NA,NA,NA,NA
mkushi north,2023,27.26147,26.209038,15.618901,0.5729295228760591,14.279546,0,0,5.727461,0.572846,0.004196,0.0073248307573065
mkushi north,2024,12.0356,9.0056,43.461251,0.992584991468948,27.738557,27.695805,0.9984587518377398,4.598107,1.003922,0.208795,0.20797930516514232
mkushi south,2022,25.739911,23.739911,5.217038,0.2026828297891162,11.938162,3.658405,0.30644625194397596,NA,NA,NA,NA
mkushi south,2023,27.26147,26.209038,22.523297,0.8261952491923583,14.279546,1.17862,0.08253903870613254,5.096735,0.627355,0.042998,0.06853854675582406
mkushi south,2024,15.324464,12.474464,39.122733,0.9966523786624192,25.341656,24.982536,0.985828866116721,3.477807,0.595327,0,0
mongu central,2022,25.739911,23.739911,12.262504,0.476400404026261,11.938162,1.417716,0.11875496412261786,NA,NA,NA,NA
mongu central,2023,27.26147,26.209038,27.064069,0.992758974479366,15.057112,3.438353,0.2283540827749704,6.162134,6.624294,0,0
mongu central,2024,11.554609,8.854609,23.27209,0.7812599715421314,19.955744,13.881955,0.6956370556768017,3.476765,5.127514,0.171031,0.03335554032616976
monze central,2022,25.739911,23.739911,7.854912,0.3051646915173871,11.938162,3.261383,0.27318970876756404,NA,NA,NA,NA
monze central,2023,27.26147,26.22294,32.137271,1.178853194636973,15.32445,15.904115,1.0378261536303095,2.9298,3.07629,0.169624,0.05513914487905887
monze central,2024,17.733333,15.5,26.743479,0.9213306321256032,13.953185,11.842047,0.8486984871196075,5.429063,1.125989,0.361729,0.3212544705143656
moomba,2022,25.739911,23.739911,10.76508,0.4182252223016622,11.938162,5.761141,0.4825819083373136,NA,NA,NA,NA
moomba,2023,27.26147,26.22294,23.736108,0.8706833490637153,15.32445,9.985058,0.6515769244573215,4.435254,4.657017,0,0
moomba,2024,14.233333,12,31.628043,0.975188473847838,22.067278,21.624977,0.979956703314292,2.25837,2.624885,0.216088,0.08232284461985953
mpika,2022,25.466778,23.739911,4.829801,0.18965104262502308,11.938162,1.355525,0.11354553573657318,NA,NA,NA,NA
mpika,2023,27.26147,26.22294,36.355741,1.3335942999405388,14.279546,10.568375,0.7401058128878887,5.402612,0.700589,0,0
mpika,2024,18.964398,15.934398,27.577129,1.6648434190001955,8.967784,16.43204,1.832341189306076,3.478,9.324643,0.16983,0.01821302971062806
mpongwe,2022,25.739911,23.739911,6.584553,0.2558110243660128,11.938162,0.704669,0.05902659052540918,NA,NA,NA,NA
mpongwe,2023,27.26147,26.209038,27.310629,1.001803240984437,14.279545,0,0,6.107585,0.808346,0.166675,0.20619264522865208
mpongwe,2024,25.475159,22.775159,42.332557,0.9556585418172656,30.894074,28.490508,0.9221997720339504,2.642463,2.642463,0,0
mporokoso,2022,25.739911,23.739911,6.127454,0.23805264905539103,11.938162,1.484844,0.12437794025579482,NA,NA,NA,NA
mporokoso,2023,28.198221,28.096442,25.442086,0.9022585502823032,15.269337,3.084607,0.20201315879006404,1.024362,0.204872,0,0
mporokoso,2024,10.337789,7.527789,27.688917,0.8771473090782849,18.671589,14.251475,0.7632706032678847,3.612761,0.343787,0,0
mpulungu,2022,25.7,23.739911,3.595656,0.13990879377431906,12.855162,0,0,NA,NA,NA,NA
mpulungu,2023,28.198221,28.096442,27.361017,0.9703100418994516,28.951262,11.818868,0.4082332576728434,3.218793,0.700084,0,0
mpulungu,2024,12.775,10,32.67209,0.9889493867377446,17.582253,15.924797,0.9057313075861212,6.419489,0.962859,0.208715,0.216765902380307
msanzala,2022,25.739911,23.739911,5.193049,0.2017508529846898,11.938162,2.148563,0.17997435451118857,NA,NA,NA,NA
msanzala,2023,27.26147,26.209038,17.535335,0.6432277863226011,14.279546,8.654316,0.6060638062302541,NA,0.285286,0.062563,0.2192992295450881
msanzala,2024,15.153899,12.303899,39.554284,0.9078691982739822,29.325165,25.811427,0.8801801115185541,NA,NA,NA,NA
muchinga,2022,25.739911,23.739911,2.629859,0.10217047759022944,11.938162,0.957487,0.08020388733207004,NA,NA,NA,NA
muchinga,2023,27.26147,26.209038,17.513199,0.6424157978274833,14.279546,1.251176,0.08762015262950236,3.232785,0.574188,0.155556,0.27091475265940773
muchinga,2024,10.860613,8.085613,30.558725,0.7519239019293829,23.251869,16.354598,0.7033670282591047,6.769785,2.324773,0.915608,0.39384834562342214
mufulira,2022,27.10012,23.739911,7.567588,0.2792455531562222,11.938162,0.571402,0.04786348183246299,NA,NA,NA,NA
mufulira,2023,28.198221,28.08254,29.362391,1.0412852285965133,15.216297,6.501057,0.4272430408002683,0,0,0,NA
mufulira,2024,25.010381,22.310381,35.537624,0.8433916769665107,22.826004,18.217592,0.7981069310248083,6.663137,4.126897,0.857626,0.20781376419135247
mufumbwe,2022,25.739911,23.739911,5.778524,0.22449665812752811,11.938162,0.842617,0.07058180312848829,NA,NA,NA,NA
mufumbwe,2023,28.198221,28.063534,31.83725,1.1290517228019457,15.269336,5.08,0.3326929212900941,NA,NA,NA,NA
mufumbwe,2024,22.5,19.8,28.802073,0.8046169902092982,19.423324,15.195055,0.7823097117671517,4.352524,0.44255100000000003,0.141105,0.31884460774012485
mulobezi,2022,25.739911,23.739911,6.005765,0.2333250103312323,11.938162,1.487068,0.1245642335897268,NA,NA,NA,NA
mulobezi,2023,28.198221,28.096442,34.832728,1.235281048403727,15.269337,11.535427,0.7554635148860753,4.784691,5.143543,0,0
mulobezi,2024,20.658266,17.845766,31.656763,0.9848354060078676,20.502916,22.635375,1.1040075957975928,3.329591,3.143449,0.86573,0.27540768118076675
mumbwa,2022,24.971319,23.739911,23.609014,0.9454452125656638,11.938162,11.526668,0.9655312099132178,NA,NA,NA,NA
mumbwa,2023,27.26147,26.209038,32.431332,1.1896398836893245,14.279546,6.751408,0.4728027067527217,3.83797,0.532625,0.067448,0.1266331846984276
mumbwa,2024,28.801287,26.051287,32.174677,0.7667701342095946,25.714667,18.747142,0.729044712109241,3.42026,4.985363,0.446323,0.0895266804042153
munali,2022,25.739911,23.739911,5.905079,0.22941334179438305,11.938162,2.674312,0.2240137133337611,NA,NA,NA,NA
munali,2023,28.198221,28.096442,17.821329,0.6320018911831353,15.32445,4.785875,0.3123032147972684,2.314,0.486673,0.102104,0.20980000945193175
munali,2024,7.7,5,27.922761,0.7817263059914544,22.177013,15.179461,0.6844682374492904,7.6756,1.852328,0.301218,0.1626159081976842
mwandi,2022,25.739911,23.739911,11.01667,0.42799953737213775,11.938162,4.122057,0.345284056289402,NA,NA,NA,NA
mwandi,2023,27.26147,26.22294,23.10256,0.8474436631626981,14.762086,0,0,6.039975,6.492973,0.554387,0.08538261286470773
mwandi,2024,21.060026,19.250026,35.601235,0.8324067673631924,30.142972,24.691519,0.8191467981325796,3.457,3.914855,2.040975,0.5213411480118676
mwansabombwe,2022,25.739911,23.739911,5.905617,0.22943424318755415,11.938162,1.775013,0.14868394313965583,NA,NA,NA,NA
mwansabombwe,2023,27.26147,26.209038,30.846556,1.1315074352190106,14.181629,3.858317,0.2720644433724786,4.42457,1.329597,0.434014,0.32642522508700006
mwansabombwe,2024,25.635641,22.604271,40.881733,0.9919492463798238,25.663393,25.739028,1.0029471940830272,4.38136,1.274405,0.322492,0.25305299335768455
mwembezhi,2022,25.739911,23.739911,6.649797,0.2583457650649996,11.938162,2.293953,0.19215294615703823,NA,NA,NA,NA
mwembezhi,2023,27.26147,26.209038,24.079657,0.8832853474152348,14.279546,2.179124,0.15260457160192628,3.089753,1.283239,0.413127,0.321940807597026
mwembezhi,2024,30.468142,27.743142,43.017324,1.101507658847951,29.23415,28.033136,0.9589174304708704,3.655921,2.969092,0.745214,0.25099053852154124
mwense,2022,25.739911,23.739911,2.635615,0.10239409918705623,11.938162,1.073595,0.08992967259114092,NA,NA,NA,NA
mwense,2023,27.26147,26.208989,27.105683,0.9942854512247504,14.082284,2.153971,0.15295608297631266,0.03,0.029875,1.25e-4,0.00418410041841004
mwense,2024,8.788156,5.800656,28.151105,0.933464190038554,15.596637,16.217841,1.0398293555206806,4.633449,1.34039,0.238418,0.17787211184804422
mwinilunga,2022,25.739911,23.739911,7.217601,0.2804050487975658,11.105224,1.749938,0.15757791108040684,NA,NA,NA,NA
mwinilunga,2023,27.473154,26.646308,18.506995,0.6736392552526004,14.876713,10.342809,0.6952348277472316,1.77,0.051663,0.150916,2.921162146991077
mwinilunga,2024,15.648718,12.648718,37.054457,0.852947782855717,25.705528,23.093733,0.8983955902403561,1.868,0.505917,0,0
nakonde,2022,25.684041,25.684041,6.209661,0.2417711839036544,11.164058,1.339162,0.11995297767173908,NA,NA,NA,NA
nakonde,2023,27.26147,26.22294,23.659028,0.8678559153266496,14.762086,3.894394,0.2638105481840439,5.934134,1.313203,0.410925,0.3129181093859822
nakonde,2024,13.660432,10.760432,33.219243,0.9617166112074732,20.047556,20.06523,1.0008816037226682,3.842463,0.602136,0.068389,0.11357733136700014
nalikwanda,2022,25.739911,23.739911,9.938758,0.38612246949882617,11.938162,1.30471,0.10928901785718773,NA,NA,NA,NA
nalikwanda,2023,28.198221,28.08254,29.492187,1.0458882140117989,15.057112,3.438354,0.22835414918876873,5.631374,6.053727,0,0
nalikwanda,2024,10.870772,8.170772,28.238508,1.026497540565153,18.979527,19.213577,1.0123317087933752,1.98,5.001514,0.108832,0.02175981112919008
nalolo,2022,25.739911,23.739911,5.979286,0.2322962965955865,11.938162,0.722451,0.06051609954698219,NA,NA,NA,NA
nalolo,2023,27.26147,26.209038,29.713206,1.089934108468839,14.261546,6.418397,0.4500491741919144,5.947175,6.393213,0.024222,0.0037887053035774
nalolo,2024,14.541482,9.331482,27.270319,0.9962522430026246,16.177003,16.21721,1.0024854418336944,3.619,4.155262,0.212354,0.05110484007987944
namwala,2022,25.739911,23.739911,6.599524,0.2563926503086976,11.938162,0.7051,0.05906269323535734,NA,NA,NA,NA
namwala,2023,27.26147,26.22294,26.317522,0.965374280990717,15.32445,9.654567,0.6300106692246704,3.73951,3.926486,0.252602,0.06433284112053372
namwala,2024,24.586648,20.586648,32.949431,0.7944493146327746,28.045958,21.109139,0.7526624335670759,3.942863,3.265678,0.998242,0.30567679973347034
nangoma,2022,25.442383,23.739911,17.599729,0.691748449820915,11.938162,8.250941,0.6911399761537831,NA,NA,NA,NA
nangoma,2023,27.26147,26.209038,28.032345,1.0282770885062325,14.279546,1.781617,0.12476706192199669,3.259131,0.782577,0.126375,0.1614857068377936
nangoma,2024,21.919524,19.169524,36.013141,0.920963424267364,27.271771,24.433915,0.8959416313667344,3.529595,5.128792,0.741781,0.1446307434577187
nchanga,2022,25.739911,23.739911,7.098635,0.27578319909497745,11.938162,0.431017,0.03610413395294853,NA,NA,NA,NA
nchanga,2023,28.198221,28.08254,26.208275,0.9294300870966292,15.331978,2.459799,0.1604358550475353,2.9493,0.249319,0,0
nchanga,2024,20.7,18,32.047264,0.7918623110373064,21.597349,15.118145,0.7000000324113853,4.446575,1.553224,0.958943,0.6173887346577184
nchelenge,2022,25.739911,23.739911,6.657401,0.25864118178186396,11.938162,2.44303,0.20464037931467172,NA,NA,NA,NA
nchelenge,2023,27.26147,26.158878,31.617369,1.159782249453166,14.279546,7.875442,0.551519074906163,1.44136,NA,NA,NA
nchelenge,2024,30.635642,29.605642,33.936311,0.7395624496099245,28.124009,22.085258,0.7852812876002138,NA,NA,NA,NA
ndola central,2022,25.739911,23.739911,9.605937,0.37319231601072744,11.938162,1.094093,0.09164668732087904,NA,NA,NA,NA
ndola central,2023,28.198221,28.08254,24.701318,0.8759885242405895,15.198297,2.146888,0.14125845810224658,1.95,0.446979,0.054331,0.12155157177406543
ndola central,2024,9.69,6.99,34.068728,0.9825415998035651,19.825645,16.155288,0.8148682174022586,3.49,0.531986,0.333721,0.627311620982507
nkana,2022,25.739911,23.739911,7.690756,0.29878720248877316,11.938162,0.867831,0.07269385354294908,NA,NA,NA,NA
nkana,2023,28.198218,28.082534,24.095525,0.8545052385934458,15.216297,4.527333,0.29753185022610956,6.152784,0.345269,0.075403,0.21838914006180687
nkana,2024,10.714923,7.758748,32.345473,0.9900340882621842,23.5307,15.320836,0.6510998822814451,4.020951,5.82539,0.604598,0.1037866992596204
nkeyema,2022,25.739911,23.739911,5.69769,0.22135624322865763,11.938162,2.949806,0.2470904650146312,NA,NA,NA,NA
nkeyema,2023,27.473155,26.632408,25.32989,0.9219869359744084,14.876713,5.805922,0.3902691407705452,4.243143,4.561379,0,0
nkeyema,2024,11.179518,8.369518,30.962848,0.9913836322889052,17.734706,16.438093,0.926888384842692,5.440744,2.645605,0.764481,0.2889626380355344
nyimba,2022,25.739911,23.739911,5.871226,0.2280981468817045,11.938162,1.664757,0.13944835059199231,NA,NA,NA,NA
nyimba,2023,27.26147,26.209038,25.496241,0.9352482092858528,15.331978,15.204836,0.991707397440826,3.7182,0.468695,0.113167,0.24145126361493083
nyimba,2024,18.053326,15.243326,37.949735,0.946439103375988,23.50515,24.62129,1.0474849128807942,6.119327,1.699252,0.427516,0.2515906999079595
pambashe,2022,25.739911,23.739911,2.580027,0.10023449576030002,12.855162,0,0,NA,NA,NA,NA
